lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized	context_pos	context_normalized
Tier	NN	1865	1	brehm_thierleben02_1865-4525-3	 	So gleicht das Thier einem Balle, über dessen Oberfläche blos die übermäßig langen Beine hervorragen.	15:20	0:101	So gleicht das Thier einem Balle , über deſſen Oberfläche blos die übermäßig langen Beine hervorragen .	3	0:17	so gleichen d Tier eine Ball , über die Oberfläche bloß d übermäßig lang Bein hervorragen .	ADV VVFIN ART NN ART NN $, APPR PRELAT NN ADV ART ADJD ADJA NN VVINF $.	So gleicht das Tier einem Balle , über dessen Oberfläche bloß die übermäßig langen Beine hervorragen .
Tier	NN	1819	1	grimm_maerchen01_1819-2740-27	 	„Der speit Gold“ antwortete der Müller, wenn du ihn auf ein Tuch stellst und sprichst: „Bricklebrit“ so speit dir das gute Thier Goldstücke aus, hinten und vorn.“	123:128	0:162	„ Der speit Gold “ antwortete der Muͤller , wenn du ihn auf ein Tuch stellst und sprichst : „ Bricklebrit “ so speit dir das gute Thier Goldstuͤcke aus , hinten und vorn . “	27	0:36	" die speien Gold " antworten d Müller , wenn du er auf eine Tuch stellen und sprechen : " Bricklebrit " so speien du d gut Tier Goldstück aus , hinten und vorn . "	$( PDS VVFIN NN $( VVFIN ART NE $, KOUS PPER PPER APPR ART NN VVFIN KON VVFIN $. $( NE $( ADV VVFIN PPER ART ADJA NN NN PTKVZ $, ADV KON ADV $. $(	" Der speit Gold " antwortete der Müller , wenn du ihn auf ein Tuch stellst und sprichst : " Bricklebrit " so speit dir das gute Tier Goldstücke aus , hinten und vorn . "
Tier	NN	1806	1	engel_poetik_1806-713-2	 	Vater der Thiere und Menschen, so sprach das Pferd und nahte sich dem Throne des Zevs:	10:16	0:86	Vater der Thiere und Menschen , so sprach das Pferd und nahte sich dem Throne des Zevs :	2	0:18	Vater d Tier und Mensch , so sprechen d Pferd und nahen sich d Thron d Zeus :	NN ART NN KON NN $, ADV VVFIN ART NN KON VVFIN PRF ART NN ART NE $.	Vater der Tiere und Menschen , so sprach das Pferd und nahte sich dem Throne des Zeus :
Tier	NN	1856	1	krane_reitpferd_1856-2436-16	 	Man hüte sich aber Anfangs dieses zu plötzlich und gewaltsam eintreten zu lassen, weil das Thier sonst veranlasst werden kann, dadurch sein Gleichgewicht herzustellen, dass es sich mit Gewalt auf die entgegengesetzte Seite wirft.	91:96	0:229	Man hüte sich aber Anfangs dieses zu plötzlich und gewaltsam eintreten zu lassen , weil das Thier sonst veranlasst werden kann , dadurch sein Gleichgewicht herzustellen , dass es sich mit Gewalt auf die entgegengesetzte Seite wirft .	16	0:38	man hüten sich aber anfangs diese zu plötzlich und gewaltsam eintreten zu lassen , weil d Tier sonst veranlassen werden können , dadurch sein Gleichgewicht herstellen , dass es sich mit Gewalt auf d entgegengesetzt Seite werfen .	PIS VVFIN PRF ADV ADV PDAT PTKA ADJD KON ADJD VVINF PTKZU VVINF $, KOUS ART NN ADV VVPP VAINF VMFIN $, PAV PPOSAT NN VVIZU $, KOUS PPER PRF APPR NN APPR ART ADJA NN VVFIN $.	Man hüte sich aber Anfangs dieses zu plötzlich und gewaltsam eintreten zu lassen , weil das Tier sonst veranlasst werden kann , dadurch sein Gleichgewicht herzustellen , dass es sich mit Gewalt auf die entgegengesetzte Seite wirft .
Tier	NN	1824	1	blumenbach_anatomie_1824-1716-6	 	Nur bey den wenigsten sogenannten weissblütigen Thieren findet sich ein wahres Herz und damit zusammenhängendes Adersystem; hier in dieser Classe wohl bloss bey einigen Geschlechtern der ungeflügelten Insecten, wie die Krebse und Kiefenfüsse.	48:55	0:242	Nur bey den wenigsten sogenannten weissblütigen Thieren findet sich ein wahres Herz und damit zusammenhängendes Adersystem ; hier in dieser Classe wohl bloss bey einigen Geschlechtern der ungeflügelten Insecten , wie die Krebse und Kiefenfüsse .	6	0:36	nur bei d wenigste sogenannt weißblutig Tier finden sich eine wahr Herz und damit zusammenhängend Adersystem ; hier in diese Klasse wohl bloß bei einige Geschlecht d ungeflügelt Insekt , wie d Krebs und Kiefenfüsse .	ADV APPR ART ADJD ADJA ADJA NN VVFIN PRF ART ADJA NN KON PAV ADJA NN $. ADV APPR PDAT NN ADV ADV APPR PIAT NN ART ADJA NN $, PWAV ART NN KON NN $.	Nur bei den wenigsten sogenannten weißblutigen Tieren findet sich ein wahres Herz und damit zusammenhängendes Adersystem ; hier in dieser Klasse wohl bloß bei einigen Geschlechtern der ungeflügelten Insekten , wie die Krebse und Kiefenfüsse .
Tier	NN	1805	1	blumenbach_anatomie2_1805-791-12	 	Allein man ist neuerlich weiter gegangen, und hat sogar Dinge für Thiere erklärt, an welchen doch weder das Eine noch das Andre, eben so wenig ein Mund als willkührliche Bewegung zu finden ist.	66:72	0:193	Allein man ist neuerlich weiter gegangen , und hat sogar Dinge für Thiere erklärt , an welchen doch weder das Eine noch das Andre , eben so wenig ein Mund als willkührliche Bewegung zu finden ist .	12	0:37	allein man sein neuerlich weiter gehen , und haben sogar Ding für Tier erklären , an welchen doch weder d eine noch d ander , eben so wenig eine Mund als willkürlich Bewegung zu finden sein .	ADV PIS VAFIN ADJD ADV VVPP $, KON VAFIN ADV NN APPR NN VVPP $, APPR PWAT ADV KON ART ART KON ART ADJA $, ADV ADV PIS ART NN KOKOM ADJA NN PTKZU VVINF VAFIN $.	Allein man ist neuerlich weiter gegangen , und hat sogar Dinge für Tiere erklärt , an welchen doch weder das Eine noch das Andere , eben so wenig ein Mund als willkürliche Bewegung zu finden ist .
Tier	NN	1824	1	blumenbach_anatomie_1824-593-8	 	Die Schulterblätter finden sich durchgehends bey allen rothblütigen Thieren, welche Vorderfüsse oder ähnliche Bewegungswerkzeuge haben.	68:75	0:135	Die Schulterblätter finden sich durchgehends bey allen rothblütigen Thieren , welche Vorderfüsse oder ähnliche Bewegungswerkzeuge haben .	8	0:17	d Schulterblatt finden sich durchgehends bei alle rotblutig Tier , welche Vorderfuß oder ähnlich Bewegungswerkzeug haben .	ART NN VVFIN PRF ADV APPR PIAT ADJA NN $, PWAT NN KON ADJA NN VAFIN $.	Die Schulterblätter finden sich durchgehends bei allen rotblutigen Tieren , welche Vorderfüsse oder ähnliche Bewegungswerkzeuge haben .
Tier	NN	1892	1	brunner_rechtsgeschichte02_1892-12129-5	 	An dem ausgelieferten oder preisgegebenen Tiere können die Verwandten des Getöteten Rache nehmen, indem sie es umbringen.	42:47	0:121	An dem ausgelieferten oder preisgegebenen Tiere können die Verwandten des Getöteten Rache nehmen , indem sie es umbringen .	5	0:19	an d ausgeliefert oder preisgegeben Tier können d Verwandte d getötet Rache nehmen , indem sie es umbringen .	APPR ART ADJA KON ADJA NN VMFIN ART NN ART ADJA NN VVINF $, KOUS PPER PPER VVINF $.	An dem ausgelieferten oder preisgegebenen Tiere können die Verwandten des Getöteten Rache nehmen , indem sie es umbringen .
Tier	NN	1869	1	brehm_thierleben05_1869-1167-34	 	Zwischen Lunge und Leber und zwar auf jeder Seite liegt ein breiter, dünner Muskel mit sehniger Haut, welcher sich an die innere Fläche des Brustbeines ansetzt und an das Zwerchfell der höheren Thiere erinnert, auch unzweifelhaft beim Athmen wichtige Dienste leistet.	194:200	0:267	Zwiſchen Lunge und Leber und zwar auf jeder Seite liegt ein breiter , dünner Muskel mit ſehniger Haut , welcher ſich an die innere Fläche des Bruſtbeines anſetzt und an das Zwerchfell der höheren Thiere erinnert , auch unzweifelhaft beim Athmen wichtige Dienſte leiſtet .	34	0:45	zwischen Lunge und Leber und zwar auf jede Seite liegen eine breit , dünn Muskel mit sehnig Haut , welche sich an d inner Fläche d Brustbein ansetzen und an d Zwerchfell d hoch Tier erinnern , auch unzweifelhaft beim Atmen wichtig Dienst leisten .	APPR NN KON NN KON ADV APPR PIAT NN VVFIN ART ADJA $, ADJD NN APPR ADJA NN $, PRELS PRF APPR ART ADJA NN ART NN VVFIN KON APPR ART NN ART ADJA NN VVFIN $, ADV ADJD APPRART NN ADJA NN VVFIN $.	Zwischen Lunge und Leber und zwar auf jeder Seite liegt ein breiter , dünner Muskel mit sehniger Haut , welcher sich an die innere Fläche des Brustbeines ansetzt und an das Zwerchfell der höheren Tiere erinnert , auch unzweifelhaft beim Atmen wichtige Dienste leistet .
Tier	NN	1851	1	vogt_briefe01_1851-3859-32	 	Meist ist dieser Mantel nach hinten in eine lange Röhre ausgezogen und zuweilen sondert er auf seiner ganzen Oberfläche eine dünne Kalklage ab, die eine Röhre bildet, in welcher das Thier steckt.	182:187	0:195	Meiſt iſt dieſer Mantel nach hinten in eine lange Röhre ausgezogen und zuweilen ſondert er auf ſeiner ganzen Oberfläche eine dünne Kalklage ab , die eine Röhre bildet , in welcher das Thier ſteckt .	32	0:35	meist sein diese Mantel nach hinten in eine lang Röhre ausziehen und zuweilen sondern er auf seine ganz Oberfläche eine dünn Kalklage ab , die eine Röhre bilden , in welche d Tier stecken .	ADV VAFIN PDAT NN APPR ADV APPR ART ADJA NN VVPP KON ADV VVFIN PPER APPR PPOSAT ADJA NN ART ADJA NN PTKVZ $, PRELS ART NN VVFIN $, APPR PRELS ART NN VVFIN $.	Meist ist dieser Mantel nach hinten in eine lange Röhre ausgezogen und zuweilen sondert er auf seiner ganzen Oberfläche eine dünne Kalklage ab , die eine Röhre bildet , in welcher das Tier steckt .
Tier	NN	1851	1	vogt_briefe01_1851-36-8	 	Es ist wahrlich nicht die trockene Aufzählung der Thiere und ihrer äußern Merkmale, welche das letzte Ziel der zoologischen Wissenschaft bildet!	50:56	0:144	Es iſt wahrlich nicht die trockene Aufzählung der Thiere und ihrer äußern Merkmale , welche das letzte Ziel der zoologiſchen Wiſſenſchaft bildet !	8	0:23	es sein wahrlich nicht d trocken Aufzählung d Tier und ihr äußer Merkmal , welche d letzte Ziel d zoologisch Wissenschaft bilden !	PPER VAFIN ADV PTKNEG ART ADJA NN ART NN KON PPOSAT ADJA NN $, PRELS ART ADJA NN ART ADJA NN VVFIN $.	Es ist wahrlich nicht die trockene Aufzählung der Tiere und ihrer äußeren Merkmale , welche das letzte Ziel der zoologischen Wissenschaft bildet !
Tier	NN	1876	1	krafft_landwirthschaft03_1876-1286-29	 	Nachdem auch bei Rindern und Schafen ein Theil der Körner (bei Gerste und Hafer bis zu 48 und 19 %) unverdaut abgeht, wird auch bei diesen Thieren ein Versuch mit dem Quetschen angezeigt sein.	139:146	0:192	Nachdem auch bei Rindern und Schafen ein Theil der Körner ( bei Gerſte und Hafer bis zu 48 und 19 % ) unverdaut abgeht , wird auch bei dieſen Thieren ein Verſuch mit dem Quetſchen angezeigt ſein .	29	0:38	nachdem auch bei Rind und Schaf eine Teil d Korn ( bei Gerste und Hafer bis zu 48 und 19 % ) unverdaut abgehen , werden auch bei diese Tier eine Versuch mit d Quetsch anzeigen sein .	KOUS ADV APPR NN KON NN ART NN ART NN $( APPR NN KON NN APPR APPR CARD KON CARD $( $( ADJD VVFIN $, VAFIN ADV APPR PDAT NN ART NN APPR ART NN VVPP VAINF $.	Nachdem auch bei Rindern und Schafen ein Teil der Körner ( bei Gerste und Hafer bis zu 48 und 19 % ) unverdaut abgeht , wird auch bei diesen Tieren ein Versuch mit dem Quetschen angezeigt sein .
Tier	NN	1869	1	brehm_thierleben06_1869-16266-6	 	Es war festgestellt, daß das Thier ohne den Blasenapparat an der Oberfläche nicht verweilen könne, daß derselbe bloß mechanisch an den Fuß angeheftet sei und beim Zurückziehen des Thieres nur zum kleinsten Theil in der Schale mit Platz finde; auch hatte ein englischer Naturforscher, Coates, ziemlich genau die Art und Weise angegeben, wie das Floß gebildet und ausgebessert werde, bis Lacaze-Duthiers während eines Aufenthaltes an der afrikanischen Küste bei Lacalle Gelegenheit fand zu den genauesten Untersuchungen.	29:34	0:518	Es war feſtgeſtellt , daß das Thier ohne den Blaſenapparat an der Oberfläche nicht verweilen könne , daß derſelbe bloß mechaniſch an den Fuß angeheftet ſei und beim Zurückziehen des Thieres nur zum kleinſten Theil in der Schale mit Platz finde ; auch hatte ein engliſcher Naturforſcher , Coates , ziemlich genau die Art und Weiſe angegeben , wie das Floß gebildet und ausgebeſſert werde , bis Lacaze-Duthiers während eines Aufenthaltes an der afrikaniſchen Küſte bei Lacalle Gelegenheit fand zu den genaueſten Unterſuchungen .	6	0:84	es sein feststellen , daß d Tier ohne d Blasenapparat an d Oberfläche nicht verweilen können , daß dieselbe bloß mechanisch an d Fuß anheften sein und beim Zurückziehen d Tier nur zum klein Teil in d Schale mit Platz finden ; auch haben eine englisch Naturforscher , Coat , ziemlich genau d Art und Weise angeben , wie d Floß bilden und ausbessern werden , bis Lacaze-Duthiers während eine Aufenthalt an d afrikanisch Küste bei Lacalle Gelegenheit finden zu d genau Untersuchung .	PPER VAFIN VVPP $, KOUS ART NN APPR ART NN APPR ART NN PTKNEG VVINF VMFIN $, KOUS PDAT ADV ADJD APPR ART NN VVPP VAFIN KON APPRART NN ART NN ADV APPRART ADJA NN APPR ART NN APPR NN VVFIN $. ADV VAFIN ART ADJA NN $, NN $, ADV ADJD ART NN KON NN VVPP $, PWAV ART NN VVPP KON VVPP VAFIN $, APPR NE APPR ART NN APPR ART ADJA NN APPR NE NN VVFIN APPR ART ADJA NN $.	Es war festgestellt , daß das Tier ohne den Blasenapparat an der Oberfläche nicht verweilen könne , daß derselbe bloß mechanisch an den Fuß angeheftet sei und beim Zurückziehen des Tieres nur zum kleinsten Teil in der Schale mit Platz finde ; auch hatte ein englischer Naturforscher , Coats , ziemlich genau die Art und Weise angegeben , wie das Floß gebildet und ausgebessert werde , bis Lacaze-Duthiers während eines Aufenthaltes an der afrikanischen Küste bei Lacalle Gelegenheit fand zu den genauesten Untersuchungen .
Tier	NN	1830	1	pueckler_briefe01_1830-932-7	 	Ich bewunderte, wie mein kleines thätiges Thier, nur mit glatten englischen Eisen ohne Griffe beschlagen, so sicher auf diesem Boden fortschritt.	42:47	0:145	Ich bewunderte , wie mein kleines thätiges Thier , nur mit glatten engliſchen Eiſen ohne Griffe beſchlagen , ſo ſicher auf dieſem Boden fortſchritt .	7	0:25	ich bewundern , wie mein klein tätig Tier , nur mit glatt englisch Eisen ohne Griff beschlagen , so sicher auf diese Boden fortschreiten .	PPER VVFIN $, KOKOM PPOSAT ADJA ADJA NN $, ADV APPR ADJA ADJA NN APPR NN ADJD $, ADV ADJD APPR PDAT NN VVFIN $.	Ich bewunderte , wie mein kleines tätiges Tier , nur mit glatten englischen Eisen ohne Griffe beschlagen , so sicher auf diesem Boden fortschritt .
Tier	NN	1837	1	baer_thiere_1837-3439-11	 	Es war daher unvermeidlich, dass man aus den Eiern dieser Thiere schon vor Jahrhunderten die Erythrois kannte.	58:64	0:110	Es war daher unvermeidlich , daſs man aus den Eiern dieser Thiere schon vor Jahrhunderten die Erythrois kannte .	11	0:19	es sein daher unvermeidlich , dass man aus d Ei diese Tier schon vor Jahrhundert d Erythrois kennen .	PPER VAFIN PAV ADJD $, KOUS PIS APPR ART NN PDAT NN ADV APPR NN ART NN VVFIN $.	Es war daher unvermeidlich , dass man aus den Eiern dieser Tiere schon vor Jahrhunderten die Erythrois kannte .
Tier	NN	1869	1	brehm_thierleben05_1869-15024-23	 	Wer sich ängstlich klammert an eine im engsten Sinne gedeutete Planmäßigkeit der Natur, an ein sogenanntes natürliches System, wird sich diesem Thiere gegenüber rathlos sehen; wer begriffen hat, daß die Natur nach keinem Schema gearbeitet, daß sie die Einheit ist und wir es sind, welche sie zersplittern, welche trennen und begrenzen, um uns zurecht zu finden in der unendlichen Manchfaltigkeit, wird sich die Berechtigung zusprechen dürfen, in dem Lanzettfischchen, welches Pallas, der Entdecker desselben, mit einer Wegschnecke verglich, einen Fisch zu sehen.	144:150	0:562	Wer ſich ängſtlich klammert an eine im engſten Sinne gedeutete Planmäßigkeit der Natur , an ein ſogenanntes natürliches Syſtem , wird ſich dieſem Thiere gegenüber rathlos ſehen ; wer begriffen hat , daß die Natur nach keinem Schema gearbeitet , daß ſie die Einheit iſt und wir es ſind , welche ſie zerſplittern , welche trennen und begrenzen , um uns zurecht zu finden in der unendlichen Manchfaltigkeit , wird ſich die Berechtigung zuſprechen dürfen , in dem Lanzettfiſchchen , welches Pallas , der Entdecker deſſelben , mit einer Wegſchnecke verglich , einen Fiſch zu ſehen .	23	0:97	wer sich ängstlich klammern an eine im eng Sinn gedeutet Planmäßigkeit d Natur , an eine sogenannt natürlich System , werden sich diese Tier gegenüber ratlos sehen ; wer begreifen haben , daß d Natur nach keine Schema arbeiten , daß sie d Einheit sein und wir es sein , welche sie zersplittern , welche trennen und begrenzen , um wir zurecht zu finden in d unendlich Mannigfaltigkeit , werden sich d Berechtigung zusprechen dürfen , in d Lanzettefischchen , welches Palla , d Entdecker dieselbe , mit eine Wegschnecke vergleichen , eine Fisch zu sehen .	PWS PRF ADJD VVFIN APPR ART APPRART ADJA NN ADJA NN ART NN $, APPR ART ADJA ADJA NN $, VAFIN PRF PDAT NN APPR ADJD VVINF $. PWS VVPP VAFIN $, KOUS ART NN APPR PIAT NN VVPP $, KOUS PPER ART NN VAFIN KON PPER PPER VAFIN $, PRELS PPER VVINF $, PRELS VVINF KON VVINF $, KOUI PPER PTKVZ PTKZU VVINF APPR ART ADJA NN $, VAFIN PRF ART NN VVINF VMINF $, APPR ART NN $, PWAT NN $, ART NN PDS $, APPR ART NN VVFIN $, ART NN PTKZU VVINF $.	Wer sich ängstlich klammert an eine im engsten Sinne gedeutete Planmäßigkeit der Natur , an ein sogenanntes natürliches System , wird sich diesem Tiere gegenüber ratlos sehen ; wer begriffen hat , daß die Natur nach keinem Schema gearbeitet , daß sie die Einheit ist und wir es sind , welche sie zersplittern , welche trennen und begrenzen , um uns zurecht zu finden in der unendlichen Mannigfaltigkeit , wird sich die Berechtigung zusprechen dürfen , in dem Lanzettefischchen , welches Pallas , der Entdecker desselben , mit einer Wegschnecke verglich , einen Fisch zu sehen .
Tier	NN	1851	1	vogt_briefe02_1851-6116-6	 	Wir bemerkten schon, daß die Thiere der Polarzone identisch mit denen des alten Continentes sind.	29:35	0:97	Wir bemerkten ſchon , daß die Thiere der Polarzone identiſch mit denen des alten Continentes ſind .	6	0:17	wir bemerkt schon , daß d Tier d Polarzone identisch mit die d alt Kontinent sein .	PPER ADJA ADV $, KOUS ART NN ART NN ADJD APPR PRELS ART ADJA NN VAFIN $.	Wir bemerkten schon , daß die Tiere der Polarzone identisch mit denen des alten Kontinents sind .
Tier	NN	1883	1	beyer_poetik02_1883-11636-31	 	Als er in Rußland verschollen war, versuchte sich der Petersburger Mimiker Springer 1831 in Wien als Löwe in „Der großmütige Löwe“, und später ─ als die reißenden Tiere nicht mehr zogen ─ als Affe.	163:168	0:197	Als er in Rußland verschollen war , versuchte sich der Petersburger Mimiker Springer 1831 in Wien als Löwe in „ Der großmütige Löwe “ , und später ─ als die reißenden Tiere nicht mehr zogen ─ als Affe .	31	0:39	als er in Rußland verschollen sein , versuchen sich d petersburger Mimik Springer 1831 in Wien als Löwe in " d großmütig Löwe " , und spät ─ als d reißend Tier nicht mehr ziehen ─ als Affe .	KOUS PPER APPR NE ADJD VAFIN $, VVFIN PRF ART ADJA NN NE CARD APPR NE KOKOM NN APPR $( ART ADJA NE $( $, KON ADJD ADJD KOKOM ART ADJA NN PTKNEG ADV VVFIN NN KOKOM NN $.	Als er in Rußland verschollen war , versuchte sich der Petersburger Mimik Springer 1831 in Wien als Löwe in " Der großmütige Löwe " , und später ─ als die reißenden Tiere nicht mehr zogen ─ als Affe .
